respondent_id,Q1_age,Q2_region,Q3_education,Q4_occupation,Q5_income,Q7_monthly_investment,Q9_time_horizon,Q11_dropout,Q12_loss_reaction,Q13_loss_aversion,Q14_autonomy,Q15_influence,Q19_tax_importance,Q20_app_comfort,Q21_data_sharing,Q23_wtp,Q23_wtp_numeric,Q20_pct_invest,Q24_nps,Q25_adoption_5class,Q25_adoption_3class,Q25_adoption_score,Q9_risk_appetite,goal_retirement,goal_child_edu,goal_home,goal_emergency,goal_tax_saving,goal_wealth,goal_travel,goal_business,goal_debt,inv_fd,inv_mf,inv_equity,inv_ppf_epf,inv_nps,inv_gold,inv_realestate,inv_insurance,inv_crypto,inv_none,plat_zerodha,plat_groww,plat_etmoney,plat_paytmmoney,plat_bankapp,plat_indmoney,plat_kuvera,plat_excel,plat_advisor,plat_none,pain_no_start,pain_confusing,pain_no_time,pain_fear_loss,pain_high_min,pain_no_advice,pain_tax,pain_bad_app,pain_no_trust,switch_better_reco,switch_lower_fees,switch_simpler_ux,switch_more_products,switch_human_advisor,switch_security,switch_loyal,switch_no_platform,feat_goal_planning,feat_ai_reco,feat_tax_tool,feat_one_platform,feat_sip_auto,feat_networth,feat_rebalance,feat_baskets,feat_education,feat_human_advisor,feat_family,feat_insurance,trust_sebi,trust_security,trust_brand,trust_reviews,trust_fees,trust_trial,trust_media
R1851,25-34,Tier-2,Graduate,Salaried-Private,12-25L,1K-5K,7-15yr,No value,Sell some,Definitely A,Guided,Finfluencer,5,3,Basic only,<499,4,10-20%,8,Likely to use,Likely,24.28,Moderate,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0
R1852,45-54,Metro,Professional,Freelancer,>50L,>50K,3-7yr,Too complicated,Sell some,Lean A,Full delegation,Spouse/Partner,5,3,Yes-if-regulated,<499,4,5-10%,6,Unlikely to use,Unlikely,18.83,Conservative,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0
R1853,45-54,Tier-2,Professional,Student,3-6L,5K-15K,1-3yr,Tech issues,Sell everything,Lean B,Full delegation,Friends/Colleagues,3,2,Basic only,<99,2,<5%,8,Definitely will not use,Unlikely,17.41,Very Conservative,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
R1854,45-54,Rural,Professional,Salaried-Private,12-25L,15K-50K,3-7yr,No trust,Hold,Lean A,DIY,Myself,4,2,Yes-if-regulated,<499,4,10-20%,7,Neutral,Neutral,21.18,Moderate,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0
R1855,45-54,Tier-2,Graduate,Salaried-Govt,25-50L,15K-50K,3-7yr,Too complicated,Hold,Definitely B,Family decides,Spouse/Partner,4,1,No-privacy,<99,2,10-20%,4,Definitely will not use,Unlikely,12.95,Aggressive,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0
R1856,25-34,Metro,Postgraduate,Salaried-Govt,12-25L,1K-5K,7-15yr,Use it still,Hold,Lean A,Follow trusted people,Spouse/Partner,4,5,Yes-if-regulated,<299,3,5-10%,10,Definitely will use,Likely,26.09,Moderate,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
R1857,35-44,Metro,Graduate,Salaried-Govt,3-6L,1K-5K,3-7yr,Too complicated,Check advisor,No preference,Full delegation,Friends/Colleagues,4,4,Yes-fully,<299,3,<5%,7,Neutral,Neutral,21.59,Moderate,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
R1858,25-34,Tier-2,Up to 12th,Salaried-Private,6-12L,1K-5K,7-15yr,Use it still,Buy more,Definitely B,Full delegation,Parents,5,5,No-privacy,<299,3,10-20%,10,Neutral,Neutral,23.04,Aggressive,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
R1859,45-54,Tier-2,Up to 12th,Salaried-Private,6-12L,5K-15K,1-3yr,Never tried,Hold,Lean A,DIY,Myself,3,2,Yes-if-regulated,Maybe,1,<5%,8,Definitely will not use,Unlikely,16.47,Conservative,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
R1860,35-44,Tier-3,Postgraduate,Salaried-Private,6-12L,5K-15K,7-15yr,Too complicated,Buy more,Definitely B,DIY,Friends/Colleagues,5,3,Basic only,<99,2,<5%,6,Definitely will not use,Unlikely,16.76,Very Aggressive,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
R1861,35-44,Tier-3,Graduate,Salaried-Private,25-50L,>50K,7-15yr,Never tried,Sell everything,No preference,DIY,Friends/Colleagues,3,3,Yes-if-regulated,<499,4,10-20%,10,Neutral,Neutral,22.22,Moderate,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
R1862,35-44,Tier-2,Postgraduate,Salaried-Private,12-25L,Nothing,3-7yr,Never tried,Buy more,Definitely B,Follow trusted people,Friends/Colleagues,1,4,Yes-if-regulated,>499,5,20-30%,10,Neutral,Unlikely,23.08,Very Aggressive,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0
R1863,18-24,Metro,Up to 12th,Salaried-Private,12-25L,15K-50K,7-15yr,Too complicated,Check advisor,Lean A,Full delegation,Financial Advisor,5,5,Yes-if-regulated,<499,4,<5%,10,Neutral,Neutral,21.92,Moderate,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0
R1864,35-44,Metro,Graduate,Self-employed,25-50L,>50K,7-15yr,Never tried,Hold,No preference,Full delegation,Finfluencer,5,3,Basic only,<99,2,5-10%,10,Definitely will not use,Unlikely,15.95,Very Conservative,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
R1865,55+,Metro,Postgraduate,Salaried-Private,12-25L,15K-50K,3-7yr,Too complicated,Sell everything,Lean A,Follow trusted people,Friends/Colleagues,4,3,Yes-fully,<499,4,20-30%,10,Unlikely to use,Unlikely,19.87,Conservative,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0
R1866,55+,Metro,Graduate,Retired,<3L,Nothing,1-3yr,No value,Hold,Lean A,Follow trusted people,Friends/Colleagues,5,3,Basic only,<99,2,10-20%,6,Definitely will not use,Unlikely,12.98,Moderate,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
R1867,18-24,Tier-2,Postgraduate,Salaried-Private,6-12L,<1K,15+yr,Never tried,Hold,Definitely A,DIY,Myself,4,3,No-privacy,>499,5,<5%,8,Unlikely to use,Unlikely,18.35,Moderate,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
R1868,18-24,Tier-2,Graduate,Salaried-Private,<3L,Nothing,3-7yr,Use it still,Check advisor,Definitely A,Guided,Friends/Colleagues,2,4,Yes-if-regulated,<299,3,<5%,10,Definitely will use,Likely,25.91,Moderate,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
R1869,18-24,Tier-2,Professional,Salaried-Govt,25-50L,15K-50K,3-7yr,No value,Buy more,No preference,DIY,Myself,4,5,Basic only,Maybe,1,20-30%,10,Neutral,Neutral,22.37,Aggressive,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
R1870,35-44,Metro,Postgraduate,Salaried-Private,6-12L,5K-15K,3-7yr,Too complicated,Sell everything,Definitely A,DIY,Myself,5,3,Yes-if-regulated,<299,3,10-20%,4,Unlikely to use,Unlikely,19.0,Conservative,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0
R1871,45-54,Tier-2,Graduate,Student,6-12L,>50K,<1yr,Never tried,Hold,Definitely A,DIY,Parents,5,3,Yes-if-regulated,>499,5,5-10%,10,Likely to use,Likely,23.73,Moderate,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
R1872,25-34,Metro,Graduate,Salaried-Private,6-12L,1K-5K,1-3yr,Use it still,Hold,No preference,Follow trusted people,Finfluencer,3,4,Yes-if-regulated,>499,5,5-10%,10,Definitely will use,Likely,29.54,Moderate,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
R1873,25-34,Metro,Postgraduate,Homemaker,6-12L,1K-5K,15+yr,No trust,Hold,Definitely B,DIY,Myself,5,5,Yes-fully,>499,5,<5%,10,Definitely will use,Likely,28.07,Aggressive,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
R1874,45-54,Tier-3,Professional,Student,6-12L,5K-15K,3-7yr,Too complicated,Hold,Lean B,Family decides,Parents,5,2,No-privacy,<499,4,5-10%,6,Definitely will not use,Unlikely,13.62,Aggressive,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0
R1875,35-44,Metro,Graduate,Self-employed,12-25L,15K-50K,15+yr,Use it still,Sell some,Lean A,Guided,Parents,2,3,Yes-if-regulated,<299,3,10-20%,10,Likely to use,Likely,24.07,Conservative,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0
R1876,35-44,Tier-2,Graduate,Self-employed,3-6L,5K-15K,3-7yr,Never tried,Buy more,No preference,Full delegation,Bank Manager,3,4,Yes-if-regulated,<499,4,5-10%,10,Likely to use,Likely,23.96,Aggressive,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
R1877,35-44,Metro,Professional,Self-employed,3-6L,1K-5K,7-15yr,Too complicated,Hold,Definitely A,Guided,Spouse/Partner,3,4,Basic only,<299,3,<5%,10,Neutral,Neutral,22.41,Conservative,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0
R1878,25-34,Tier-3,Postgraduate,Salaried-Govt,6-12L,1K-5K,15+yr,Too complicated,Buy more,No preference,Family decides,Spouse/Partner,4,3,Basic only,<99,2,<5%,8,Definitely will not use,Unlikely,16.01,Aggressive,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
R1879,25-34,Tier-2,Graduate,Self-employed,12-25L,5K-15K,1-3yr,Never tried,Hold,Lean B,Guided,Myself,3,5,Yes-if-regulated,<499,4,5-10%,10,Likely to use,Likely,25.17,Moderate,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
R1880,35-44,Metro,Postgraduate,Salaried-Private,12-25L,15K-50K,7-15yr,Bad support,Buy more,Definitely B,Full delegation,Spouse/Partner,3,5,Basic only,<299,3,5-10%,10,Neutral,Neutral,22.86,Conservative,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
R1881,35-44,Tier-2,Graduate,Salaried-Private,6-12L,1K-5K,15+yr,Use it still,Hold,Lean B,Full delegation,Bank Manager,3,3,Basic only,Maybe,1,5-10%,8,Unlikely to use,Unlikely,19.37,Moderate,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
R1882,45-54,Tier-3,Postgraduate,Salaried-Govt,12-25L,1K-5K,15+yr,Use it still,Sell some,Definitely A,Full delegation,Financial Advisor,3,1,Basic only,<299,3,20-30%,8,Unlikely to use,Unlikely,20.37,Moderate,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0
R1883,35-44,Rural,Graduate,Self-employed,6-12L,<1K,15+yr,Use it still,Sell some,No preference,Full delegation,Financial Advisor,2,3,Yes-if-regulated,Maybe,1,10-20%,8,Unlikely to use,Unlikely,19.79,Moderate,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
R1884,35-44,Metro,Doctorate,Student,>50L,Nothing,15+yr,No trust,Sell everything,Definitely A,Family decides,Finfluencer,3,3,Yes-if-regulated,<499,4,>30%,8,Definitely will not use,Unlikely,17.98,Very Conservative,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1
R1885,18-24,Tier-3,Postgraduate,Salaried-Private,<3L,<1K,3-7yr,No value,Hold,Definitely B,Guided,Spouse/Partner,4,4,Basic only,<99,2,5-10%,6,Unlikely to use,Unlikely,19.52,Aggressive,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
R1886,25-34,Rural,Postgraduate,Student,12-25L,1K-5K,3-7yr,Use it still,Check advisor,No preference,Guided,Financial Advisor,4,4,Yes-fully,>499,5,10-20%,10,Definitely will use,Likely,31.35,Conservative,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0
R1887,18-24,Rural,Postgraduate,Salaried-Private,25-50L,5K-15K,7-15yr,Use it still,Sell some,Lean B,DIY,Parents,2,4,Yes-if-regulated,<299,3,5-10%,10,Neutral,Neutral,22.42,Moderate,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
R1888,25-34,Tier-2,Professional,Salaried-Govt,25-50L,5K-15K,15+yr,No trust,Sell some,Lean B,DIY,Myself,3,4,Yes-if-regulated,<299,3,20-30%,9,Definitely will not use,Unlikely,17.64,Aggressive,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
R1889,35-44,Tier-2,Professional,Salaried-Private,6-12L,1K-5K,7-15yr,Too complicated,Buy more,Definitely B,Family decides,Parents,4,4,Yes-if-regulated,<299,3,10-20%,8,Likely to use,Likely,23.42,Very Aggressive,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
R1890,55+,Tier-2,Graduate,Salaried-Govt,6-12L,1K-5K,1-3yr,Never tried,Sell everything,No preference,Follow trusted people,Finfluencer,4,3,Basic only,<299,3,<5%,8,Definitely will not use,Unlikely,15.71,Conservative,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
R1891,18-24,Tier-3,Postgraduate,Salaried-Private,12-25L,5K-15K,3-7yr,No value,Sell some,No preference,Full delegation,Finfluencer,5,4,Yes-if-regulated,<299,3,>30%,9,Likely to use,Likely,25.63,Moderate,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
R1892,25-34,Tier-2,Postgraduate,Self-employed,3-6L,Nothing,7-15yr,Too complicated,Buy more,Definitely B,Family decides,Bank Manager,2,4,Yes-if-regulated,<99,2,10-20%,10,Unlikely to use,Unlikely,19.89,Very Aggressive,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
R1893,45-54,Tier-2,Postgraduate,Student,25-50L,1K-5K,1-3yr,Use it still,Buy more,Definitely A,Follow trusted people,Finfluencer,2,3,Yes-if-regulated,<99,2,20-30%,7,Unlikely to use,Unlikely,19.02,Very Conservative,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0
R1894,25-34,Tier-2,Graduate,Salaried-Govt,12-25L,5K-15K,7-15yr,Use it still,Sell some,Definitely B,Guided,Finfluencer,2,3,Yes-if-regulated,>499,5,10-20%,10,Definitely will use,Likely,27.26,Aggressive,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0
R1895,35-44,Tier-3,Graduate,Salaried-Govt,12-25L,5K-15K,7-15yr,Too complicated,Sell some,No preference,Guided,Myself,4,4,Basic only,>499,5,10-20%,8,Neutral,Neutral,21.97,Conservative,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
R1896,35-44,Tier-3,Graduate,Student,3-6L,<1K,7-15yr,Too complicated,Buy more,Lean B,Family decides,Spouse/Partner,1,3,Yes-if-regulated,<99,2,<5%,9,Definitely will not use,Unlikely,14.01,Aggressive,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
R1897,35-44,Metro,Professional,Freelancer,25-50L,1K-5K,3-7yr,Use it still,Hold,Lean B,Guided,Friends/Colleagues,1,4,Yes-fully,>499,5,5-10%,10,Definitely will use,Likely,32.64,Moderate,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
R1898,25-34,Tier-3,Graduate,Salaried-Govt,12-25L,15K-50K,1-3yr,Too complicated,Hold,Lean B,Full delegation,Financial Advisor,5,3,No-privacy,<499,4,5-10%,9,Unlikely to use,Unlikely,20.16,Moderate,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
R1899,25-34,Tier-2,Professional,Salaried-Private,25-50L,15K-50K,7-15yr,Use it still,Sell some,Lean B,Guided,Myself,3,4,No-privacy,<499,4,10-20%,10,Definitely will use,Likely,26.69,Aggressive,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
R1900,45-54,Tier-3,Postgraduate,Student,3-6L,Nothing,7-15yr,Never tried,Buy more,Definitely B,DIY,Friends/Colleagues,4,3,Yes-if-regulated,<499,4,10-20%,10,Unlikely to use,Unlikely,18.67,Aggressive,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
R1901,35-44,Tier-2,Postgraduate,Self-employed,3-6L,Nothing,3-7yr,Too complicated,Hold,Definitely A,Guided,Financial Advisor,2,3,Yes-fully,<299,3,5-10%,7,Definitely will not use,Unlikely,14.89,Conservative,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
R1902,18-24,Metro,Postgraduate,Salaried-Private,6-12L,15K-50K,1-3yr,No trust,Sell some,No preference,Guided,Spouse/Partner,4,5,Yes-if-regulated,>499,5,<5%,10,Neutral,Neutral,21.02,Moderate,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
R1903,35-44,Rural,Graduate,Salaried-Private,3-6L,1K-5K,3-7yr,No value,Check advisor,Definitely A,Guided,Friends/Colleagues,4,3,Yes-fully,Maybe,1,10-20%,8,Definitely will not use,Unlikely,14.02,Very Conservative,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0
R1904,18-24,Metro,Graduate,Student,6-12L,1K-5K,3-7yr,Never tried,Buy more,No preference,Full delegation,Financial Advisor,5,5,Yes-fully,<499,4,20-30%,10,Definitely will use,Likely,27.73,Very Aggressive,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0
